Header Definitions at https://dwc.tdwg.org/terms/                                                             Occurence Based Data												Record Level Data			Event Data	Taxonomic Data																Location-Based Data											Geological Context																	
dwc:recordNumber	dwc:occurrenceID	dwc:scientificName	dwc:recordedBy	dwc:institutionID	dwc:institutionCode	dwc:collectionID	dwc:collectionCode	dwc:collectionNumber	dwc:otherCatalogNumbers	dwc:occurrence_remarks	dwc:associatedMedia	dc:type	dwc:basisOfRecord	dwc: dynamicProperties	dwc:eventDate	dwc:taxonID	dwc:verbatimIdentification	dwc:acceptedNameUsage	dwc:speciesName	dwc:kingdom	dwc:phylum	dwc:class	dwc:order	dwc:family	dwc:genus	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:scientificNameAuthorship	dwc:identificationQualifier	dwc:vernacularName	dwc:identifiedBy	dwc:locality	dwc:decimalLatitude	dwc:decimalLongitude	dwc:country	dwc:stateProvince	dwc:county	dwc:habitat	dwc:minimumElevationInMeters	dwc:maximumElevationInMeters	dwc:coordinateUncertaintyInMeters	dwc:georeferenceRemarks	dwc:geologicalContextID	dwc:earliestEonOrLowestEonothem	dwc:latestEonOrHighestEonothem	dwc:earliestEraOrLowestErathem	dwc:latestEraOrHighestErathem	dwc:earliestPeriodOrLowestSystem	dwc:latestPeriodOrHighestSystem	dwc:earliestEpochOrLowestSeries	dwc:latestEpochOrHighestSeries	dwc:earliestAgeOrLowestStage	dwc:earliestAgeOrLowestStage	dwc:lowestBiostratigraphicZone	dwc:highestBiostratigraphicZone	dwc:lithostratigraphicTerms	dwc:group	dwc:formation	dwc:member	dwc:bed
TLM-0635905	B83C6717-E200-44C0-A249-CB9A790D7DA2	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kufstein NE, Kaisertalaufstieg [Lat: 47.59400914 x Long: 12.18779415]																												
TLM-0457142	0CF60D08-2D22-46BA-B603-9A23B1FA50C9	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Abfaltersbach, Lechnerhof [Lat: 46.7567285 x Long: 12.52865732]																												
TLM-0833725	AED90C70-82C2-4701-9EDC-A135AF4FA6CE	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienz, Schloßberg [Lat: 46.8317705 x Long: 12.7489686]																												
TLM-0126278	EA668F7C-06C4-40A5-AC2F-B2B383147354	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Zirl E, Martinsbühel [Lat: 47.2671231 x Long: 11.26818806]																												
TLM-0292765	32D339AC-10A7-46CD-85B2-7FD8A7AFDD67	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0022566	3FB81198-77FC-49B6-87C7-9A4D97AFFFBA	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Panzendorf, Heinfels, Schloss Heinfels, S-Hang [Lat: 46.75110155 x Long: 12.43951142]																												
TLM-0707706	9E9B9E07-426A-4B61-8DA4-331EFFB36C9D	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienzer Dolomiten, Klammbrückl [Lat: 46.79047784 x Long: 12.76452541]																												
TLM-0237855	2F515186-643C-4520-B527-45D1C5A508E4	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Asch, Drautal, NE Abfaltersbach [Lat: 46.76558121 x Long: 12.54273891]																												
TLM-0325372	A80400FC-DBEB-4F66-8177-B9A3EA8A5EBE	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Iselsberg, Iselberger Hof [Lat: 46.83800918 x Long: 12.84449816]																												
TLM-0184569	7A757F4D-5C6C-479F-8E5B-2DFC23AAA9A0	Cochlodina orthostoma (Menke, 1828)	S.P.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Bärental, 1 km unter Stouhütte [Lat: 46.48603498 x Long: 14.16927338]																												
TLM-0216406	180AE936-2DA7-487E-9934-8B4C4D641B30	Cochlodina orthostoma (Menke, 1828)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Tienzens (Matrei am Brenner SE) [Lat: 47.11350669 x Long: 11.46585882]																												
TLM-0850391	413FF31D-F79F-4922-9333-DF88A35FFEA6	Cochlodina orthostoma (Menke, 1828)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Gailbergsattel, S Oberdrauburg [Lat: 46.71771002 x Long: 12.96704292]																												
TLM-0445256	91325154-1349-4274-84C5-1787169D6158	Charpentieria ornata (Rossmaessler, 1836)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienzer Dolomiten, Galitzenklamm, Eingang [Lat: 46.79705551 x Long: 12.7455622]																												
TLM-0665786	28BE74CF-9F86-4334-8921-D48DC86680C4	Charpentieria stenzii stenzii (Rossmässler, 1836)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Mauthner Klamm, S Mauthen [Lat: 46.65701414 x Long: 12.99239516]																												
TLM-0929792	A6ACE847-0E48-49E9-BA81-E8A4509DAFF6	Charpentieria stenzii cincta (Brumati, 1838)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Gurnitzklamm, Gem. Ebenthal in Karnten [Lat: 46.60016452 x Long: 14.39809263]																												
TLM-0653194	ADEDE893-C830-484A-8F41-4205D9431CAA	Charpentieria stenzii cincta (Brumati, 1838)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Gailbergsattel, S Oberdrauburg [Lat: 46.71771002 x Long: 12.96704292]																												
TLM-0783540	FE00F9C3-7FF8-43DB-8394-683FA759E25C	Charpentieria stenzii cincta (Brumati, 1838)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Mauthner Klamm, S Mauthen [Lat: 46.65701414 x Long: 12.99239516]																												
TLM-0799418	4F711BF3-4CBA-4AF8-8A07-1D84941CBCC9	Charpentieria stenzii cincta (Brumati, 1838)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Mauthner Klamm, S Mauthen [Lat: 46.65701414 x Long: 12.99239516]																												
TLM-0679827	3E8EF7AF-35FE-4372-BEE3-B8F231A0BC03	Charpentieria stenzii cincta (Brumati, 1838)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0502178	6A8725DD-D0B9-478A-B6A8-A529449E4E9C	Charpentieria stenzii cincta (Brumati, 1838)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0895117	9AFE5540-EFF1-4B24-852A-3F6D0762C651	Charpentieria stenzii cincta (Brumati, 1838)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Mauthner Klamm, S Mauthen [Lat: 46.65701414 x Long: 12.99239516]																												
TLM-0660811	98BB2C87-A9C4-461F-9FC0-F01BE78AA590	Charpentieria stenzii cincta (Brumati, 1838)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Silberberg [Lat: 46.77929654 x Long: 15.51381916]																												
TLM-0499396	44AA4E4A-2664-4B85-828F-1F7A1B21F853	Charpentieria stenzii cincta (Brumati, 1838)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Villach [Lat: 46.61908418 x Long: 13.85114193]																												
TLM-0195491	18A96BF4-ABD2-4FA2-A006-1E97E82835C1	Charpentieria stenzii cincta (Brumati, 1838)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Wolfsberg (Gemeinde) [Lat: 46.84205293 x Long: 14.83856231]																												
TLM-0709579	A6E51AE3-F335-4EB0-B7CA-9B4BEC6BD292	Charpentieria stenzii cincta (Brumati, 1838)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0780695	599B5A6B-F06F-49B1-A90E-76CCE2B804FC	Charpentieria stenzii cincta (Brumati, 1838)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Mauthner Klamm, S Mauthen [Lat: 46.65701414 x Long: 12.99239516]																												
TLM-0919683	DA1282AD-ED5B-48B6-A310-5CF1BC57286E	Charpentieria stenzii cincta (Brumati, 1838)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0505511	4280CE5E-7EB6-43C2-90AF-952C4B4E0FD4	Charpentieria stenzii cincta (Brumati, 1838)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienzer Dolomiten, Zochenpass [Lat: 46.7521516 x Long: 12.7783974]																												
TLM-0310456	F70C950D-194B-48E5-8292-A9DF3B4B19A9	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Maurach, N Jenbach, Umgebung der Rofan-Seilbahn-Talstation [Lat: 47.42446892 x Long: 11.75123245]																												
TLM-0934368	CE791B67-79D7-4736-984F-C43C6C6EDF91	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Koblach, Kummenberg, Klettergarten [Lat: 47.3363122 x Long: 9.6167207]																												
TLM-0456680	5A5D7ACA-B33F-4502-8C8B-F24B0A71C225	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Bludenz E, Montikel [Lat: 47.1590999 x Long: 9.8290622]																												
TLM-0255546	369E9B78-C762-4904-9F2A-592769512508	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Hohenems, Kaisergarten [Lat: 47.36056071 x Long: 9.69472378]																												
TLM-0682549	A90C171B-171B-4BD1-AEBE-FDA3A9CCC346	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Achensee E, Achenseehof S [Lat: 47.48362685 x Long: 11.71405971]																												
TLM-0496362	0A83E851-676E-481C-9933-C3432AFAE79C	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
TLM-0133462	96498EE2-AB16-46F2-A2CB-3F4067BB40C8	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Eigenhofen, Gem. Zirl [Lat: 47.2812852 x Long: 11.20484233]																												
TLM-0557115	0A4EB3CD-634C-4492-8F26-AE3F43359CF6	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Eigenhofen, Gem. Zirl [Lat: 47.2812852 x Long: 11.20484233]																												
TLM-0141484	6DE83BA9-6CE9-401C-AADC-E8BCB2D45DF1	Cecilioides acicula (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Eigenhofen, Gem. Zirl [Lat: 47.2812852 x Long: 11.20484233]																												
TLM-0737115	FCF0A0C1-FAFB-496F-80DE-6E73412D295F	Cecilioides acicula (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck [Lat: 47.26274741 x Long: 11.40081525]																												
TLM-0130054	0A51ACFA-C34F-41DB-AC63-CA20415B1641	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Scharnitz, Isar-Ufer [Lat: 47.38859137 x Long: 11.26385361]																												
TLM-0406252	FCD9BDF9-E415-43C1-9FF2-34FC8028E92B	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Eigenhofen, Gem. Zirl [Lat: 47.2812852 x Long: 11.20484233]																												
TLM-0854869	BF61E43F-E131-4E8A-94DC-9D74DC974629	Punctum pygmaeum (Draparnaud, 1801)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Heiterwanger See [Lat: 47.45578459 x Long: 10.76057464]																												
TLM-0934627	AC682FE2-9750-4329-8F86-D25759873180	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Hohenems-Reute-Tugstein [Lat: 47.3621559 x Long: 9.70348924]																												
TLM-0193374	38B51E5A-7851-400A-B7EB-73112366B404	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Rappenloch-Schlucht [Lat: 47.3458303 x Long: 9.686102]																												
TLM-0127861	AE5AF1CD-240F-4A62-BE84-D4550B6E1CB1	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Hohenems, Schloss Glopper [Lat: 47.3683391 x Long: 9.7057667]																												
TLM-0806832	09E0CEA0-99C5-4CFA-9D38-AF4F7D87FFD8	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Schlins, Schnifis [Lat: 47.20973349 x Long: 9.71139103]																												
TLM-0306720	62BAE9B2-CD40-429E-8F0A-6E2950F59D43	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Weiler, Kesselschlucht [Lat: 47.3077067 x Long: 9.6694836]																												
TLM-0442355	61B47E8B-6F88-413C-8A8A-E93A1184F8D3	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Achensee E, Achenseehof S [Lat: 47.48362685 x Long: 11.71405971]																												
TLM-0804642	33DC38E2-55E0-4C89-A76F-109307CC75A5	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Gaisalm, Achensee W [Lat: 47.47670937 x Long: 11.70200318]																												
TLM-0214377	163F429B-BAF9-4CFF-BADC-DDE71D5ED267	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kundler Klamm [Lat: 47.45664423 x Long: 11.99074298]																												
TLM-0866891	FE8498AE-F489-4DD4-8EED-80FCC1980B1E	Punctum pygmaeum (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Tristacher Seewand [Lat: 46.80688929 x Long: 12.80049384]																												
TLM-0991012	814B7DD0-5E10-46CA-B7FC-24AE0929C0D5	Punctum pygmaeum (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Virgental, Obermauern [Lat: 47.00739077 x Long: 12.4399808]																												
TLM-0949524	A811029A-6528-4DAA-A418-E9674B12D1FD	Punctum pygmaeum (Draparnaud, 1801)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kartitsch, Gemeindeamt [Lat: 46.7259343 x Long: 12.49888225]																												
TLM-0586623	FEA9734D-124A-4F2E-80BE-AF5F55A07314	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Nüziders, Illauen [Lat: 47.17141612 x Long: 9.78358537]																												
TLM-0576847	0501280F-F9D9-4827-B3C6-19974A07642F	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Hohenems, Ruine Alt-Ems [Lat: 47.36351851 x Long: 9.69589323]																												
TLM-0407277	52B13CEC-9AC9-46E4-AAB8-CBA80EE8DEF6	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Bürs, Bürser Schlucht [Lat: 47.14445965 x Long: 9.79284436]																												
TLM-0769092	D5B8D725-356C-4BE5-9A43-28FBD55257AF	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0600511	6704648D-6CFE-4102-AF5D-8D430A701B36	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Mariastein [Lat: 47.52658333 x Long: 12.05346912]																												
TLM-0142271	41E0EF40-F30A-460D-ADDF-5297D4E24CCC	Punctum pygmaeum (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Halltal, Bergkapelle - Bettelwurfbründl [Lat: 47.3212542 x Long: 11.51142955]																												
TLM-0963981	F4E01BF4-B00B-4538-9ADB-60831144BAC5	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Mariastein [Lat: 47.52658333 x Long: 12.05346912]																												
TLM-0236828	7B907EFF-E923-4A01-BE2B-9531E0B19B6B	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0058539	440BA1A6-851F-44B7-B454-81A201F9DACD	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0365205	8728E230-FFB3-4BF0-894B-01361B4E220A	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Flugplatz Lienz-Nikolsdorf [Lat: 46.79819394 x Long: 12.87804723]																												
TLM-0341364	C61D2EA4-EEEF-4415-B0D4-F8C95422583B	Discus ruderatus (A. Ferussac, 1821)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Schwaz [Lat: 47.34677604 x Long: 11.70977622]																												
TLM-0970096	D0EDDD98-2D69-4CDB-BA51-B9C1DE9FA337	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Staniska (Kals am Grossglockner) [Lat: 46.94791856 x Long: 12.61079729]																												
TLM-0018809	FA0C4256-3492-445E-B0B0-52E538F5EE68	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Panzendorf, Heinfels [Lat: 46.74834483 x Long: 12.44830906]																												
TLM-0944117	B961D04D-4DA2-4011-9522-FCADD43DF11C	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Panzendorf, Heinfels, Schloss Heinfels [Lat: 46.75110155 x Long: 12.43951142]																												
TLM-0049497	D87B9479-DC0B-4123-9E25-A583976313F6	Discus ruderatus (A. Ferussac, 1821)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Stans [Lat: 47.36950991 x Long: 11.71789259]																												
TLM-0386361	066F2BFD-FA97-4A98-88AF-1E4F87B77DAA	Gonyodiscus perspectivus (Megerle von Mühlfeld, 1816)	S.P.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Oberösterreich Ried im Innkreis, Minaberg, Reichersberg [Lat: 48.20921347 x Long: 13.4890759]																												
