SCIENTIFIC NAME	PHISICAL SPECIMEN ID	ORGANIZATION	SPECIMEN TYPE	MODIFIED	LICENSE	LOCATION QUALITATIVE [QUANTITATIVE]	GEOLOGICAL AGE	COLLECTING NUMBER	COLLECTING AGENT	DATE COLLECTED	TYPE STATUS (Optional)	MEDIA
Cochlostoma septemspirale (Razoumowsky, 1789)	56021	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Tirol, Stubaital, Neustift						
Cochlostoma septemspirale (Razoumowsky, 1789)	47198	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Niederbayern, Neuessing bei Kelheim			Klemm	8.4.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	47200	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Niederbayern, zwischen Neuessing und Kelheim			Fauer	8.4.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	44079	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Niederbayern, Kelheim, Weltenburg an der Donau			Fauer	24.5.1960		
Cochlostoma septemspirale (Razoumowsky, 1789)	51141	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Niederbayern, Kelheim, Befreiungshalle			Fauer	3.6,1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	32720	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Bayern, Füssener Alpe						
Cochlostoma septemspirale (Razoumowsky, 1789)	48855	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Elsass, Mühlhausen						
Cochlostoma septemspirale (Razoumowsky, 1789)	44071	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Deutschland, Niederbayern, Kelheim, Jugendherberge			Fauer	23.5.1960		
Cochlostoma septemspirale (Razoumowsky, 1789)	57796	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Scharfling			Strouhal	11.7.1961		
Cochlostoma septemspirale (Razoumowsky, 1789)	60209	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Festungsberg			Sperling	9.1969		
Cochlostoma septemspirale (Razoumowsky, 1789)	24557	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Festungsberg			Klemm	6.7.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	23576	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Geisberg			Klemm	13.1.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	57909	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Klkausbachgraben bei Glasenbach			Strouhal	17.7.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	23488	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Kuhberg			Klemm	20.12.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	34602	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Glasenbachklamm			Klemm	29.7.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	48803	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Kühberg			Mahler	21.7.1939		
Cochlostoma septemspirale (Razoumowsky, 1789)	5574	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Gersberg			Mell	9.1936		
Cochlostoma septemspirale (Razoumowsky, 1789)	25882	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Spumberg bei Adnet			Klemm	21.7.1941		
Cochlostoma septemspirale (Razoumowsky, 1789)	48801	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Aigen			Mahler	23.7.1939		
Cochlostoma septemspirale (Razoumowsky, 1789)	50855	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Unkelbachgraben, Weissenbachtal bei Strobl			Klemm	3.9.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	23284	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Kapuzinerberg Süd			Klemm	29.10.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	25286	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Adnet			Klemm	22.11.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	57862	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Wiestal bei Hallein			Strouhal	29.6.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	50840	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Weissenbachtal bei Strobl			Klemm	3.9.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	23312	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Kapuzinerberg Nord			Klemm	3.11.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	60222	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Strobl			Klemm	3.1953		
Cochlostoma septemspirale (Razoumowsky, 1789)	50860	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Weissenbachtal bei Strobl, 1. Straßenfelsen			Klemm	3.9.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	48807	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Monikapforte			Mahler	8.1940		
Cochlostoma septemspirale (Razoumowsky, 1789)	48797	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Parsch			Mahler	17.7.1938		
Cochlostoma septemspirale (Razoumowsky, 1789)	69068	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Gartenau			Klemm	17.8.1975		
Cochlostoma septemspirale (Razoumowsky, 1789)	27278	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Eugendorf Bahnhof			Klemm	29.6.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	29713	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Trockene Klammen bei Elsbethen			Klemm	7.10.1951		
Cochlostoma septemspirale (Razoumowsky, 1789)	25874	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, um das Gadorten-Moos bei Adnet			Klemm	4.7.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	42439	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg			Klemm	1935		
